FIRST,LAST,ATHLETE_ID,ATHLETE_NUM,POSITION,GUARD,DATE,TIMEPOINT,TP1,ACTIVITY_TYPE,PRACTICE_LAG,PLAYERLOAD,PL_MIN,TRIMP,IMA_A,IMA_D,IMA_L,IMA_R,EXP_EFF,IMA_JUMP_HIGH,JUMPS_TOTAL,EXP_RATIO,PERC_EXP_EFF,AVG_MINS,MIN_DEV,MINUTE,FG_PERC,FG_MADE,FG_TOTAL,FG_MISSED,X3PT_PERC,X3PT_MADE,X3PT_TOT,FT_PERC,FT_MADE,FT_TOTAL,FT_MISSED,ORB,DRB,REBOUND,FOULS,ASSIST,TURNOVER,BLOCKS,STEALS,POINTS,EFFICIENCY
Nekhu,Mitchell,NM2,2,2,0,11/22/23,15,14,1,0,707.90766,5.36499,265.41817,12,7,5,5,33,4,98,0.46616,15.78947,20.25,0.75,21,55.56,5,9,4,0,0,3,50,1,2,1,3,1,4,0,0,0,0,3,11,13
Nekhu,Mitchell,NM2,2,2,0,11/24/23,16,15,0,2,458.84705,3.55677,202.566,8,3,4,6,21,0,28,0.45767,18.75,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,11/25/23,17,16,0,1,374.27232,4.1621,100.19433,3,2,0,2,8,1,95,0.21375,5.71429,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,11/26/23,18,17,1,0,666.50726,5.67693,249.2695,8,5,0,9,24,2,79,0.36009,13.48315,20.25,4.75,25,16.67,1,6,5,0,0,1,100,2,2,0,4,5,9,0,0,2,0,2,4,8
Nekhu,Mitchell,NM2,2,2,0,11/28/23,19,18,0,5,534.31182,4.2137,230.36133,7,6,7,4,26,2,59,0.48661,14.36464,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,11/29/23,20,19,0,4,636.13679,4.39841,354.34467,5,4,5,8,22,0,58,0.34584,13.6646,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,11/30/23,21,20,0,3,294.44895,5.0046,115.8545,6,1,0,3,10,0,42,0.33962,12.82051,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,12/1/23,22,21,0,2,462.86324,4.7033,220.28483,7,6,3,2,19,1,45,0.41049,15.83333,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,12/2/23,23,22,0,1,464.15608,5.18428,138.75083,3,3,1,16,23,0,105,0.49552,11.79487,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,12/3/23,24,23,1,0,939.3536,6.62503,593.4265,6,392,440,504,1342,0,60,14.28642,56.86441,20.25,14.75,35,42.86,3,7,4,66.67,2,3,66.67,2,3,1,1,2,3,3,0,2,1,2,10,9
Nekhu,Mitchell,NM2,2,2,0,12/6/23,25,24,0,3,522.44995,6.10662,385.7485,4,6,5,2,19,2,72,0.36367,12.17949,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,12/7/23,26,25,0,2,525.05331,4.83592,338.84116,8,6,10,6,32,2,30,0.60946,21.62162,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,12/8/23,27,26,0,1,504.94025,5.14591,157.84333,4,3,0,2,11,2,82,0.21785,7.58621,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,12/9/23,28,27,1,0,617.9762,5.06921,297.0105,9,7,3,7,28,2,74,0.45309,16.9697,20.25,-4.25,16,42.86,3,7,4,0,0,2,100,2,2,0,1,1,2,1,0,1,0,0,8,5
Nekhu,Mitchell,NM2,2,2,0,12/12/23,29,28,0,5,746.08678,4.60975,472.571,10,7,3,11,34,3,123,0.45571,15.38462,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,12/13/23,30,29,0,4,688.25323,4.47301,418.89667,17,11,11,13,54,2,94,0.78459,23.07692,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,12/15/23,31,30,0,3,564.41084,4.24507,335.67899,13,2,3,9,29,2,67,0.51381,18.83117,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,12/16/23,32,31,0,2,271.93037,3.06831,124.0455,2,2,3,3,10,0,4,0.36774,19.23077,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,12/17/23,33,32,0,1,326.84166,4.14267,133.24933,0,5,0,2,8,1,56,0.24477,8.79121,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,12/18/23,34,33,1,0,418.9907,4.16166,122.27342,4.5,5,8,5.5,23,0,107,0.54894,17.55725,20.25,-4.25,16,0,0,6,6,0,0,1,0,0,0,0,2,2,4,1,0,0,0,1,0,-1
Nekhu,Mitchell,NM2,2,2,0,12/20/23,35,34,0,2,522.45706,3.70166,357.48433,9,3,8,7,32,5,44,0.61249,21.19205,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,12/21/23,36,35,0,1,545.81677,4.57122,227.86017,13,6,6,8,36,3,52,0.65956,19.8895,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,12/22/23,37,36,1,0,748.39251,5.70794,357.12983,11,5,7,8,38,7,103,0.50775,16.88889,20.25,0.75,21,0,0,4,4,0,0,0,0,0,0,0,3,3,6,2,0,0,0,2,0,4
Nekhu,Mitchell,NM2,2,2,0,12/28/23,39,38,0,2,393.68201,4.26135,210.45133,4,1,5,2,12,0,25,0.30481,14.28571,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,12/29/23,40,39,0,1,589.82428,3.90964,335.07133,10,6,6,7,31,2,64,0.52558,16.66667,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,12/30/23,41,40,1,0,542.74032,4.60225,285.86467,4.5,4.5,4,6,21,4,130,0.38693,14.89362,20.25,-5.25,15,66.67,2,3,1,0,0,0,0,0,0,0,2,4,6,2,3,2,0,1,4,11
Nekhu,Mitchell,NM2,2,2,0,12/31/23,42,41,0,2,466.019,4.52581,120.0435,7,2,2,6,19,2,46,0.40771,15.32258,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,1/1/24,43,42,0,1,457.50517,4.39258,213.544,7,3,4,13,28,1,54,0.61201,21.875,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,1/2/24,44,43,1,0,531.77885,5.54894,280.10751,5.5,2.5,6,6,23,6,153,0.43251,14.33022,20.25,5.75,26,25,2,8,6,0,0,1,100,2,2,0,4,3,7,3,1,2,0,0,6,6
Nekhu,Mitchell,NM2,2,2,0,1/4/24,45,44,0,3,769.95106,4.88024,267.43183,13,4,10,5,38,6,60,0.49354,19.79167,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,1/5/24,46,45,0,2,445.19577,3.81451,239.59,15,178,262,310,766,1,25,17.20591,57.63732,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,1/6/24,47,46,0,1,509.03405,4.88024,155.89317,6,5,2,7,30,10,97,0.58935,16.48352,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,1/7/24,48,47,1,0,460.93584,3.80897,234.00067,3,8,2,1,15,1,81,0.32542,10.48951,20.25,-12.25,8,33.33,1,3,2,50,1,2,0,0,0,0,0,1,1,1,1,1,0,0,3,2
Nekhu,Mitchell,NM2,2,2,0,1/8/24,49,48,0,2,258.37869,3.01348,167.98417,2,1,4,1,8,0,5,0.30962,17.77778,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,1/9/24,50,49,0,1,361.16896,3.39372,152.80217,2,7,5,2,16,0,43,0.44301,16.16162,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,1/10/24,51,50,1,0,512.28085,4.57012,251.96617,8,1.5,4,4.5,21,6,216,0.40993,10.6599,20.25,-1.25,19,16.67,1,6,5,0,0,2,100,3,3,0,2,2,4,2,1,1,0,0,5,4
Nekhu,Mitchell,NM2,2,2,0,1/12/24,52,51,0,4,368.68078,4.7531,125.35633,5,7,4,4,22,2,67,0.59672,15.38462,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,1/13/24,53,52,0,3,477.52185,5.62948,154.59733,10,2,7,5,25,1,68,0.52354,17.48252,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,1/15/24,54,53,0,2,489.94377,4.28127,268.66,14,9,8,6,44,7,41,0.89806,31.42857,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,1/16/24,55,54,0,1,568.19318,5.02703,184.795,9,8,4,4,29,4,84,0.51039,16.47727,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,1/17/24,56,55,1,0,553.02,5.18583,252.79375,9.5,7.5,5.5,6.5,30.5,3,161,0.55152,17.94118,20.25,0.75,21,25,1,4,3,0,0,1,100,2,2,0,1,5,6,3,2,1,0,0,4,8
Nekhu,Mitchell,NM2,2,2,0,1/19/24,57,56,0,2,514.14015,5.80144,239.83833,8,4,6,9,29,2,74,0.56405,18.70968,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,1/20/24,58,57,0,1,401.10802,4.31234,152.06767,5,3,0,5,13,0,57,0.3241,13.26531,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,1/21/24,59,58,1,0,405.62424,4.23727,152.9245,5.5,1,2,1.5,11.5,3,123,0.28351,10.13216,20.25,-4.25,16,33.33,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,2,-1
Nekhu,Mitchell,NM2,2,2,0,1/22/24,60,59,0,2,219.51712,3.78678,68.831,4,1,0,0,5,0,26,0.22777,11.36364,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,1/23/24,61,60,0,1,450.02166,3.69342,178.1255,6,3,4,2,15,0,73,0.33332,10.86957,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,1/24/24,62,61,1,0,660.85799,5.3201,347.959,13,2,4,5,27,3,112,0.40856,13.1068,20.25,-1.25,19,33.33,2,6,4,0,0,2,100,2,2,0,3,3,6,2,1,0,0,1,6,10
Nekhu,Mitchell,NM2,2,2,0,1/26/24,63,62,0,2,292.82387,3.99835,134.12383,3,1,1,2,7,0,26,0.23905,11.47541,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,1/27/24,64,63,0,1,380.25047,4.31803,96.464,5,1,3,3,12,0,52,0.31558,12.2449,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,1/28/24,65,64,1,0,500.08464,6.41398,163.73483,4,3,5.5,4,18,3,151,0.35994,12.72085,20.25,10.75,31,40,2,5,3,0,0,2,0,0,0,0,5,3,8,1,1,1,0,1,4,10
Nekhu,Mitchell,NM2,2,2,0,1/30/24,66,65,0,1,355.79288,4.59338,139.2495,6,3,4,3,16,0,31,0.4497,15.38462,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,1/31/24,67,66,1,0,900.53994,6.81322,490.788,7,41,36,49,136,3,142,1.51021,33.58025,20.25,10.75,31,16.67,1,6,5,100,3,3,100,2,2,0,2,7,9,1,0,1,1,1,4,9
Nekhu,Mitchell,NM2,2,2,0,2/2/24,68,67,0,1,407.72528,4.45582,176.66,3,0,6,3,13,1,63,0.31884,10.48387,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,2/3/24,69,68,1,0,598.35674,4.37364,398.292,10,1,5,8,24,0,124,0.4011,11.70732,20.25,-5.25,15,0,0,1,1,0,0,0,0,0,0,0,2,2,4,2,1,4,0,1,0,1
Nekhu,Mitchell,NM2,2,2,0,2/5/24,70,69,0,3,258.87737,3.96376,80.44783,5,1,1,5,14,2,32,0.5408,19.44444,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,2/6/24,71,70,0,2,353.90923,4.45943,149.68517,8,0,9,4,22,1,28,0.62163,20.18349,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,2/7/24,72,71,0,1,472.61672,3.80609,170.42183,5,3,8,6,25,3,55,0.52897,16.23377,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,2/8/24,73,72,1,0,456.18922,4.43482,194.452,5,4.5,6.5,2,20,4,194,0.43841,12.34568,20.25,-1.25,19,0,0,1,1,0,0,0,0,0,0,0,1,4,5,0,1,1,0,3,0,7
Nekhu,Mitchell,NM2,2,2,0,2/9/24,74,73,0,2,391.25349,6.42133,162.00133,5,10,3,7,29,4,45,0.74121,26.6055,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,2/10/24,75,74,0,1,504.30966,5.03975,272.25283,17,4,4,6,37,6,85,0.73368,19.17098,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,2/11/24,76,75,1,0,559.40464,4.08439,262.6135,5,8,3,7,23,0,119,0.41115,12.56831,20.25,-8.25,12,33.33,2,6,4,0,0,2,0,0,0,0,2,1,3,0,0,0,0,1,4,4
Nekhu,Mitchell,NM2,2,2,0,2/12/24,77,76,0,2,217.37698,3.86753,86.46166,4,0,2,1,7,0,14,0.32202,13.20755,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,2/13/24,78,77,0,1,402.66664,3.95183,133.92217,2,4,7,4,18,1,55,0.44702,16.07143,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,2/14/24,79,78,1,0,575.00298,5.84056,245.34883,7,56.5,50.5,64.5,180.5,4,231,3.13911,38.69239,20.25,12.75,33,66.67,2,3,1,100,1,1,50,1,2,1,3,1,4,3,1,0,1,1,6,11
Nekhu,Mitchell,NM2,2,2,0,2/16/24,80,79,0,1,401.9204,4.82504,194.03384,16,6,11,10,43,0,49,1.06986,22.39583,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,2/17/24,81,80,1,0,490.85359,4.7791,188.81642,11.5,2,4.5,7.5,28,5,140,0.57043,20.66421,20.25,0.75,21,50,1,2,1,0,0,0,0,0,0,0,0,4,4,4,2,1,0,0,2,6
Nekhu,Mitchell,NM2,2,2,0,2/19/24,82,81,0,2,399.50528,4.05203,180.03217,4,4,1,3,12,0,48,0.30037,10.90909,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,2/20/24,83,82,0,1,361.12954,4.18139,128.71617,3,3,1,3,11,1,39,0.3046,13.41463,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,2/21/24,84,83,1,0,494.46231,4.96841,254.311,7.5,4,2.5,7,21.5,1,189,0.43482,13.69427,20.25,-0.25,20,33.33,2,6,4,0,0,0,66.67,2,3,1,3,2,5,2,1,0,1,1,6,9
Nekhu,Mitchell,NM2,2,2,0,2/26/24,87,86,0,2,320.14919,4.04626,156.128,5,0,2,5,13,1,42,0.40606,13.13131,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,2/27/24,88,87,0,1,568.08903,5.5576,176.91933,10,2,7,6,29,4,89,0.51048,15.42553,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,2/28/24,89,88,1,0,556.24347,4.3323,327.88734,8.5,4.5,5,9,30,6,203,0.53933,16.26016,20.25,2.75,23,20,1,5,4,0,0,0,100,2,2,0,3,4,7,2,0,1,2,1,4,9
Paula,Suarez,PS3,3,1,1,11/4/23,1,0,0,2,532.30125,5.00529,106.479,7,8,4,4,26,3,63,0.48845,15.95092,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,11/5/23,2,1,0,1,268.12832,2.82629,95.13867,1,1,1,0,3,0,52,0.11189,5.17241,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,11/6/23,3,2,1,0,277.80644,4.03114,71.36933,1.5,1.5,2,4,10,2,97,0.35996,14.70588,25.33,-5.33,20,50,2,4,2,0,0,0,0,0,0,0,1,2,3,1,5,2,1,0,4,9
Paula,Suarez,PS3,3,1,1,11/8/23,4,3,0,1,345.91996,4.62074,76.67783,4,2,5,1,15,3,57,0.43363,14.56311,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,11/9/23,5,4,1,0,340.61152,3.18691,142.68617,2.5,2,3.5,1.5,10,1,111,0.29359,11.42857,25.33,-9.33,16,66.67,2,3,1,100,1,1,100,2,2,0,1,1,2,5,1,2,0,0,7,7
Paula,Suarez,PS3,3,1,1,11/10/23,6,5,0,2,232.27916,2.47596,101.12533,1,3,0,0,4,0,17,0.17221,11.76471,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,11/11/23,7,6,0,1,394.51582,2.92707,145.0485,4,1,1,4,11,1,78,0.27882,9.64912,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,11/12/23,8,7,1,0,541.21714,4.01504,234.07867,0,5,2,6,16,3,100,0.29563,10,25.33,-5.33,20,0,0,6,6,0,0,3,0,0,0,0,1,1,2,0,2,1,0,0,0,-3
Paula,Suarez,PS3,3,1,1,11/14/23,9,8,0,1,324.68372,3.26387,124.7635,2,6,2,4,18,4,49,0.55439,16.36364,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,11/15/23,10,9,1,0,404.25723,4.28044,158.61275,6.5,6,7,3.5,24,2,157,0.59368,15.18987,25.33,-1.33,24,33.33,2,6,4,50,1,2,100,2,2,0,0,1,1,2,5,2,1,1,7,9
Paula,Suarez,PS3,3,1,1,11/17/23,11,10,0,1,439.15282,3.29287,168.38967,3,3,4,4,15,1,46,0.34157,12,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,11/18/23,12,11,1,0,342.58519,3.31637,149.87042,6,2.5,3,1.5,13,0,125,0.37947,12.7451,25.33,-9.33,16,20,1,5,4,0,0,2,100,2,2,0,0,0,0,0,3,0,0,0,4,3
Paula,Suarez,PS3,3,1,1,11/20/23,13,12,0,2,305.77752,3.14773,117.09717,4,2,2,3,11,0,42,0.35974,13.58025,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,11/21/23,14,13,0,1,352.66983,2.65015,147.37067,1,4,4,2,12,1,83,0.34026,9.44882,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,11/22/23,15,14,1,0,657.05563,4.9796,263.7265,10,4,9,11,37,3,110,0.56312,16.29956,25.33,2.67,28,60,3,5,2,60,3,5,20,1,5,4,1,0,1,2,3,2,0,0,10,6
Paula,Suarez,PS3,3,1,1,11/24/23,16,15,0,2,366.13351,2.8381,164.85,5,3,1,7,17,1,28,0.46431,20.2381,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,11/25/23,17,16,0,1,250.99868,2.79123,94.31233,1,1,2,0,4,0,54,0.15936,5.26316,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,11/26/23,18,17,1,0,526.28991,4.48264,217.84734,6,3,5,7,24,3,59,0.45602,15.58442,25.33,-4.33,21,28.57,2,7,5,100,1,1,0,0,0,0,0,1,1,3,3,1,1,1,5,5
Paula,Suarez,PS3,3,1,1,11/28/23,19,18,0,5,424.02813,3.34398,234.63533,3,4,2,5,14,0,41,0.33017,14.73684,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,11/29/23,20,19,0,4,381.74565,2.91523,212.248,1,1,2,4,8,0,55,0.20956,9.41176,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,11/30/23,21,20,0,3,261.68818,4.44778,91.42567,3,0,0,2,5,0,39,0.19107,10,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,12/1/23,22,21,0,2,386.69756,3.92935,182.2695,1,1,4,7,16,3,57,0.41376,15.38462,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,12/2/23,23,22,0,1,352.70187,3.93942,108.55967,0,0,0,1,2,1,141,0.056710000000000003,1.31579,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,12/3/23,24,23,1,0,532.26049,3.7539,332.8445,8,7,3,7,25,0,93,0.46969,14.61988,25.33,-9.33,16,66.67,2,3,1,100,1,1,0,0,0,0,1,1,2,3,3,4,0,0,5,5
Paula,Suarez,PS3,3,1,1,12/6/23,25,24,0,3,248.67262,4.56085,121.21083,2,1,0,3,7,1,66,0.28149,8.43373,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,12/7/23,26,25,0,2,329.99839,3.44576,163.828,7,1,7,4,19,0,25,0.57576,24.05063,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
