FIRST,LAST,ATHLETE_ID,ATHLETE_NUM,POSITION,GUARD,DATE,TIMEPOINT,TP1,ACTIVITY_TYPE,PRACTICE_LAG,PLAYERLOAD,PL_MIN,TRIMP,IMA_A,IMA_D,IMA_L,IMA_R,EXP_EFF,IMA_JUMP_HIGH,JUMPS_TOTAL,EXP_RATIO,PERC_EXP_EFF,AVG_MINS,MIN_DEV,MINUTE,FG_PERC,FG_MADE,FG_TOTAL,FG_MISSED,X3PT_PERC,X3PT_MADE,X3PT_TOT,FT_PERC,FT_MADE,FT_TOTAL,FT_MISSED,ORB,DRB,REBOUND,FOULS,ASSIST,TURNOVER,BLOCKS,STEALS,POINTS,EFFICIENCY
Jazym,Doster,JD1,1,3,0,11/4/23,1,0,0,2,487.56659,4.58465,99.71467,16,4,6,11,38,1,57,0.77938,21.96532,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,11/5/23,2,1,0,1,240.99235,2.54026,95.48017,15,4,4,6,29,0,66,1.20336,29.29293,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,11/6/23,3,2,1,0,373.57854,3.89922,95.825,16.5,0.5,7,4.5,33.5,10,129,0.89673,28.27004,17.33,-4.33,13,66.67,2,3,1,0,0,0,80,4,5,1,5,3,8,1,0,1,1,0,8,14
Jazym,Doster,JD1,1,3,0,11/8/23,4,3,0,1,347.87632,3.7633,91.895,10,9,5,4,30,2,35,0.86238,27.02703,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,11/9/23,5,4,1,0,257.68231,3.30569,126.7435,6.66667,1,2.66667,3.66667,15.66667,5,101,0.60798,20.08547,17.33,-5.33,12,50,2,4,2,0,0,0,0,0,0,0,1,5,6,5,0,1,1,1,4,9
Jazym,Doster,JD1,1,3,0,11/10/23,6,5,0,2,186.9611,1.9929,104.57217,6,0,0,2,8,0,7,0.4279,29.62963,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,11/11/23,7,6,0,1,396.77267,2.94382,159.2595,15,7,8,11,44,3,61,1.10895,23.28042,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,11/14/23,9,8,0,1,321.01315,3.22697,147.17383,15,1,5,2,24,1,50,0.74763,19.2,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,11/15/23,10,9,1,0,272.80453,2.88856,127.91583,6.5,2.5,2,3,15.5,3,115,0.56817,17.41573,17.33,-7.33,10,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2
Jazym,Doster,JD1,1,3,0,11/17/23,11,10,0,1,420.27984,3.15136,197.56583,15,5,13,7,41,1,67,0.97554,23.16384,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,11/18/23,12,11,1,0,279.1428,2.70223,139.20267,6.5,1,1.5,1.5,12,3,95,0.42989,17.02128,17.33,-9.33,8,66.67,2,3,1,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,4,4
Jazym,Doster,JD1,1,3,0,11/20/23,13,12,0,2,296.59629,3.05321,134.8775,12,14,7,25,58,0,57,1.95552,32.0442,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,11/21/23,14,13,0,1,376.63428,2.83023,180.40233,6,2,3,4,15,0,36,0.39826,14.56311,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,11/22/23,15,14,1,0,825.10422,6.25318,332.5115,45,12,25,19,101,0,70,1.22409,34.9481,17.33,17.67,35,40,2,5,3,0,0,0,0,0,0,0,3,6,9,3,1,3,1,4,4,13
Jazym,Doster,JD1,1,3,0,11/24/23,16,15,0,2,400.18705,3.10206,199.06817,8,4,3,6,21,0,36,0.52475,17.5,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,11/25/23,17,16,0,1,256.30455,2.85024,112.28566,6,5,7,4,27,5,30,1.05343,30,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,11/26/23,18,17,1,0,504.05572,4.29326,199.9605,14,8,8,5,40,5,73,0.79356,23.39181,17.33,0.67,18,100,1,1,0,0,0,0,100,3,3,0,3,4,7,0,0,2,2,1,5,13
Jazym,Doster,JD1,1,3,0,11/28/23,19,18,0,5,346.50884,2.73265,227.35617,17,6,9,10,48,6,43,1.38525,31.37255,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,11/29/23,20,19,0,4,563.44507,3.8958,365.598,5,4,7,7,23,0,47,0.4082,15.33333,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,11/30/23,21,20,0,3,283.64986,4.82105,148.33733,6,0,2,4,12,0,17,0.42306,17.91045,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,12/1/23,22,21,0,2,364.00749,3.69879,205.64684,11,5,8,1,25,0,33,0.6868,21.92982,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,12/2/23,23,22,0,1,361.19138,4.03424,142.48383,10,5,1,4,21,1,28,0.58141,19.26606,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,12/3/23,24,23,1,0,496.55829,3.5021,317.7805,17,5,4,2,32,4,87,0.64444,20.91503,17.33,-7.33,10,0,0,2,2,0,0,0,0,0,0,0,1,2,3,5,0,1,0,1,0,1
Jazym,Doster,JD1,1,3,0,12/6/23,25,24,0,3,349.68925,4.08732,264.2145,9,8,7,12,37,1,48,1.05808,23.56688,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,12/7/23,26,25,0,2,389.8422,3.59058,233.14334,10,2,2,2,16,0,18,0.41042,19.04762,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,12/8/23,27,26,0,1,345.83101,3.5244,168.01933,8,3,3,6,20,0,36,0.57832,20.83333,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,12/9/23,28,27,1,0,444.2564,3.6442,224.51333,14,2,7,8,32,1,58,0.7203,23.02158,17.33,-7.33,10,0,0,1,1,0,0,0,0,0,0,0,4,3,7,1,0,0,0,0,0,6
Jazym,Doster,JD1,1,3,0,12/12/23,29,28,0,5,441.98889,3.44208,362.3745,6,5,7,4,24,2,67,0.543,17.26619,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,12/13/23,30,29,0,4,570.30633,3.70646,373.45783,17,6,4,7,35,1,39,0.61371,21.34146,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,12/15/23,31,30,0,3,453.93112,3.41412,286.07383,10,6,2,6,25,1,34,0.55074,20.4918,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,12/16/23,32,31,0,2,187.05593,2.11064,113.2285,1,0,1,1,3,0,7,0.16038,9.375,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,12/17/23,33,32,0,1,243.93229,3.09181,133.57183,6,0,2,3,11,0,70,0.45094,11.70213,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,12/18/23,34,33,1,0,374.51847,3.71994,193.63417,13,3.5,11,7,37,5,98,0.98794,30.0813,17.33,2.67,20,0,0,4,4,0,0,0,33.33,2,6,4,7,2,9,4,1,2,0,1,2,3
Jazym,Doster,JD1,1,3,0,12/20/23,35,34,0,2,533.9114,3.78282,336.13533,13,12,10,13,49,1,55,0.91776,25.52083,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,12/21/23,36,35,0,1,435.80828,3.6499,256.47917,15,12,9,14,52,2,55,1.19319,28.4153,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,12/22/23,37,36,1,0,398.19104,3.03698,131.48267,10,3,3,8,27,3,51,0.67807,21.42857,17.33,-7.33,10,0,0,2,2,0,0,0,0,0,0,0,2,0,2,1,0,0,1,2,0,3
Jazym,Doster,JD1,1,3,0,12/27/23,38,37,0,3,566.96072,4.43588,334.32283,7,1,1,4,15,2,56,0.26457,11.90476,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,12/28/23,39,38,0,2,430.32074,4.65795,122.866,11,1,3,2,17,0,36,0.39505,16.19048,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,12/29/23,40,39,0,1,389.49769,2.58178,178.35733,8,1,6,7,26,4,37,0.66753,25.24272,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,12/30/23,41,40,1,0,358.2461,3.01755,164.3435,6,5.5,4.5,8.5,27,5,89,0.75367,26.86567,17.33,-8.33,9,100,1,1,0,0,0,0,0,0,0,0,0,3,3,1,0,2,0,0,2,3
Jazym,Doster,JD1,1,3,0,12/31/23,42,41,0,2,418.49389,4.06426,168.83417,19,2,7,2,31,1,45,0.74075,24.03101,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,1/1/24,43,42,0,1,387.74326,3.72278,176.1,10,5,3,1,19,0,41,0.49001,15.96639,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,1/2/24,44,43,1,0,356.50435,3.72001,194.9095,7,3,7,5,23.5,3,72,0.65918,23.97959,17.33,4.67,22,66.67,2,3,1,0,0,0,100,2,2,0,1,4,5,3,0,2,0,0,6,8
Jazym,Doster,JD1,1,3,0,1/4/24,45,44,0,3,624.11651,3.95589,400.62767,21,2,2,4,30,1,60,0.48068,17.96407,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,1/5/24,46,45,0,2,405.16795,3.47154,233.76233,23,5,4,6,39,1,44,0.96256,27.46479,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,1/6/24,47,46,0,1,385.81316,3.69889,170.04983,12,7,6,11,36,0,52,0.93309,25.17483,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,1/7/24,48,47,1,0,598.12061,4.9426,279.63517,12,7,7,8,36,2,54,0.60189,23.68421,17.33,1.67,19,100,2,2,0,0,0,0,100,1,1,0,1,1,2,3,0,0,0,0,5,7
Jazym,Doster,JD1,1,3,0,1/9/24,50,49,0,1,349.14488,3.28074,168.90333,11,3,7,14,36,1,31,1.03109,26.66667,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,1/10/24,51,50,1,0,351.98789,3.67364,222.51475,13.5,6,8.5,13,41.5,1,84,1.17902,31.08614,17.33,-2.33,15,66.67,2,3,1,0,0,0,100,2,2,0,1,2,3,3,1,2,2,2,6,11
Jazym,Doster,JD1,1,3,0,1/13/24,53,52,0,3,224.13764,3.5366,96.92867,5,1,2,0,8,0,18,0.35692,15.09434,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,1/15/24,54,53,0,2,500.87723,4.37681,240.6845,18,6,7,8,40,1,57,0.7986,24.09639,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,1/16/24,55,54,0,1,428.7007,3.79288,194.384,8,3,3,2,17,1,48,0.39655,16.19048,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,1/17/24,56,55,1,0,422.17815,3.95889,271.64466,8.5,4,5.5,5,23.5,1,68,0.55664,22.70531,17.33,1.67,19,66.67,2,3,1,0,0,0,50,1,2,1,2,2,4,3,1,2,2,1,5,9
Jazym,Doster,JD1,1,3,0,1/19/24,57,56,0,2,280.39054,3.16387,143.5035,11,3,4,7,25,0,32,0.89161,25.5102,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,1/20/24,58,57,0,1,297.11339,3.19429,139.01783,13,1,3,4,22,1,44,0.74046,21.15385,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,1/21/24,59,58,1,0,397.77031,4.15523,197.58017,10,6.5,4.5,4.5,27.5,4,92,0.69135,23.10924,17.33,4.67,22,33.33,3,9,6,0,0,0,100,2,2,0,4,6,10,2,1,2,0,0,8,11
Jazym,Doster,JD1,1,3,0,1/22/24,60,59,0,2,163.75867,2.82492,67.53783,0,0,1,1,2,0,11,0.12213,10,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,1/23/24,61,60,0,1,226.21085,1.98497,145.21567,6,1,2,5,14,0,14,0.61889,21.875,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,1/24/24,62,61,1,0,326.80249,2.63086,209.569,7,5,8,7,28,1,50,0.85679,28.57143,17.33,-8.33,9,0,0,1,1,0,0,2,0,0,0,0,1,0,1,3,0,0,1,0,0,1
Jazym,Doster,JD1,1,3,0,1/26/24,63,62,0,2,208.53052,2.84738,107.7945,2,0,2,0,4,0,21,0.19182,8.33333,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,1/27/24,64,63,0,1,256.63525,2.91429,131.84633,2,3,1,5,12,1,22,0.46759,19.35484,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,1/28/24,65,64,1,0,526.22942,4.19347,323.54867,10,4,3,10,30,3,49,0.57009,22.38806,17.33,-0.33,17,50,1,2,1,0,0,0,0,0,0,0,0,3,3,3,1,0,0,0,2,5
Jazym,Doster,JD1,1,3,0,1/30/24,66,65,0,1,228.25674,2.94686,116.37117,4,2,4,4,14,0,16,0.61334,22.22222,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,1/31/24,67,66,1,0,416.58881,4.123,154.74517,17.5,3.5,8.5,5,37,5,121,0.88817,27.10623,17.33,4.67,22,75,3,4,1,50,3,6,25,1,4,3,3,4,7,1,1,2,1,0,8,11
Jazym,Doster,JD1,1,3,0,2/2/24,68,67,0,1,365.52457,3.48128,162.94717,16,1,3,5,27,2,44,0.73866,24.32432,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,2/3/24,69,68,1,0,265.205,2.79557,131.065,7,1,1,5,15,1,15,0.5656,19.73684,17.33,-4.33,13,50,1,2,1,0,0,0,50,1,2,1,1,1,2,4,0,1,1,0,3,3
Jazym,Doster,JD1,1,3,0,2/5/24,70,69,0,3,241.01041,3.6902,87.34133,5,2,5,4,17,1,30,0.70536,22.36842,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,2/6/24,71,70,0,2,250.1207,3.15164,145.0295,14,1,4,3,22,0,24,0.87958,26.82927,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,2/7/24,72,71,0,1,447.33434,3.60249,164.01983,13,4,8,9,35,1,70,0.78241,19.88636,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,2/8/24,73,72,1,0,385.50638,3.74769,161.27883,20.5,13,8,11,55,5,112,1.42669,34.26791,17.33,1.67,19,40,2,5,3,0,0,0,16.67,1,6,5,5,3,8,4,1,1,2,0,5,7
Jazym,Doster,JD1,1,3,0,2/9/24,74,73,0,2,274.32597,4.50229,106.11833,2,1,3,1,7,0,12,0.25517,21.21212,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,2/10/24,75,74,0,1,445.93691,4.45641,147.5795,33,2,4,7,51,5,56,1.14366,31.09756,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,2/11/24,76,75,1,0,697.9291,5.0958,275.468,20,6,10,11,48,1,54,0.68775,24.74227,17.33,12.67,30,100,1,1,0,0,0,0,50,1,2,1,4,1,5,4,2,1,2,1,3,11
Jazym,Doster,JD1,1,3,0,2/12/24,77,76,0,2,161.11572,2.86654,63.35983,3,1,32,33,69,0,10,4.28264,62.72727,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,2/13/24,78,77,0,1,271.02897,2.65992,118.11583,3,1,4,6,14,0,11,0.51655,17.72152,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,2/14/24,79,78,1,0,407.83162,4.14253,204.85408,13,5,7,5.5,33,5,97,0.80916,25,17.33,7.67,25,50,2,4,2,0,0,0,75,6,8,2,2,2,4,3,0,3,0,0,10,7
Jazym,Doster,JD1,1,3,0,2/16/24,80,79,0,1,262.22252,3.14797,135.9265,17,4,5,9,36,1,32,1.37288,32.72727,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,2/17/24,81,80,1,0,411.0031,4.00165,157.86075,11.5,3.5,7.5,7.5,31,2,94,0.75425,21.37931,17.33,15.67,33,57.14,8,14,6,0,0,0,50,1,2,1,4+4,NA,8,3,2,2,1,2,17,21
Jazym,Doster,JD1,1,3,0,2/19/24,82,81,0,2,321.56855,3.26155,130.056,7,5,4,9,25,0,58,0.77744,17.98561,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,2/20/24,83,82,0,1,304.08954,3.52095,119.57833,7,1,5,8,21,0,16,0.69059,31.34328,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,2/21/24,84,83,1,0,316.23327,3.17755,142.90233,8.5,2.5,5,5.5,23.5,4,50,0.74312,29.74684,17.33,-7.33,10,50,1,2,1,0,0,0,0,0,0,0,1,1,2,3,0,2,1,1,2,3
Jazym,Doster,JD1,1,3,0,2/23/24,85,84,0,1,486.58421,2.86262,279.63717,12,5,12,5,37,3,32,0.7604,22.56098,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,2/24/24,86,85,1,0,567.46699,3.93953,319.148,9,5,7,11,36,4,64,0.6344,25,17.33,-0.33,17,50,1,2,1,0,0,0,0,0,0,0,3,0,3,5,0,0,0,1,2,5
Jazym,Doster,JD1,1,3,0,2/26/24,87,86,0,2,270.97771,3.42482,92.74533,11,7,2,5,25,0,15,0.92259,29.7619,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,2/27/24,88,87,0,1,322.72249,3.15719,159.9945,12,4,5,4,26,1,60,0.80565,20,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazym,Doster,JD1,1,3,0,2/28/24,89,88,1,0,476.00777,2.5796,223.15792,11.5,2,10.5,5.5,33.5,8,110,0.70377,23.18339,17.33,3.67,21,33.33,2,6,4,0,0,0,0,0,0,0,3,4,7,3,2,0,2,1,4,12
Nekhu,Mitchell,NM2,2,2,0,11/4/23,1,0,0,2,667.22308,6.27397,348.4855,11,10,8,9,43,5,67,0.64446,19.11111,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,11/5/23,2,1,0,1,390.90879,4.1205,114.6575,2,2,0,1,5,0,63,0.12791,4.58716,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,11/6/23,3,2,1,0,456.58245,4.76557,157.342,5.5,3,3.5,5,18.5,3,107,0.40518,14.97976,20.25,-0.25,20,25,1,4,3,0,0,1,0,0,0,0,1,6,7,0,3,1,0,2,2,10
Nekhu,Mitchell,NM2,2,2,0,11/8/23,4,3,0,1,509.98289,5.51695,151.702,2,6,5,3,17,1,66,0.33334,11.56463,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,11/9/23,5,4,1,0,595.3339,5.14425,200.30183,8,3,7,4,23,2,139,0.38634,14.46541,20.25,1.75,22,33.33,2,6,4,0,0,1,33.33,2,6,4,3,3,6,5,0,2,1,1,6,4
Nekhu,Mitchell,NM2,2,2,0,11/10/23,6,5,0,2,302.63503,3.22592,108.11,3,2,4,2,12,1,12,0.39652,21.81818,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,11/11/23,7,6,0,1,556.63169,4.12987,156.8895,5,5,7,6,26,3,76,0.4671,15.38462,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,11/12/23,8,7,1,0,842.31708,6.24876,308.85883,11,6,5,8,33,3,97,0.39178,13.30645,20.25,8.75,29,50,3,6,3,0,0,0,100,4,4,0,2,4,6,1,4,2,0,1,10,16
Nekhu,Mitchell,NM2,2,2,0,11/14/23,9,8,0,1,377.74876,3.7973,136.16767,2,3,3,1,10,1,49,0.26473,9.00901,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,11/15/23,10,9,1,0,443.40643,4.69496,158.81992,7,2,3.5,5.5,19.5,3,132,0.43978,14.13043,20.25,-3.25,17,50,1,2,1,0,0,0,0,0,0,0,2,4,6,2,0,1,0,2,2,8
Nekhu,Mitchell,NM2,2,2,0,11/17/23,11,10,0,1,601.14512,4.50753,202.17717,10,9,12,3,41,7,60,0.68203,20.5,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,11/18/23,12,11,1,0,446.57125,4.323,161.04992,5,2,2.5,2.5,13,2,140,0.29111,10,20.25,-4.25,16,60,3,5,2,50,1,2,75,3,4,1,3,1,4,1,1,0,0,2,10,14
Nekhu,Mitchell,NM2,2,2,0,11/20/23,13,12,0,2,426.91958,4.39478,153.53633,4,5,5,3,17,0,52,0.3982,12.14286,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nekhu,Mitchell,NM2,2,2,0,11/21/23,14,13,0,1,597.82203,4.49235,224.409,11,3,6,5,27,2,82,0.45164,15.78947,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
